,INDEX,PARENT1,MSTATUS,SEX,EDUCATION,JOB,CAR_USE,CAR_TYPE,RED_CAR,REVOKED,URBANICITY,INCOME,HOME_VAL,BLUEBOOK,OLDCLAIM,KIDSDRIV,AGE,HOMEKIDS,YOJ,TRAVTIME,TIF,CLM_FREQ,MVR_PTS,CAR_AGE,TARGET_FLAG
7416,9373,0,1,1,1,1,1,2,1,0,0,8.0,8.0,7170.0,8547.0,0,8.0,0,8.0,26,1,1,0,8.0,1
7417,9374,0,1,0,3,5,1,4,1,0,0,14.0,14.0,24830.0,11193.0,0,14.0,0,14.0,22,4,4,4,14.0,0
7418,9375,0,1,1,1,8,0,2,1,0,1,1.0,1.0,10890.0,0.0,0,1.0,3,1.0,43,6,0,0,1.0,0
7419,9376,0,1,0,4,5,0,0,0,0,0,16.0,16.0,22790.0,0.0,0,16.0,1,16.0,23,1,0,4,16.0,0
7420,9377,1,0,1,3,0,0,0,1,0,0,11.0,11.0,18110.0,0.0,1,11.0,2,11.0,43,1,0,0,11.0,1
7421,9378,0,0,1,3,0,0,0,1,0,0,3.0,3.0,15070.0,0.0,0,3.0,0,3.0,14,1,0,1,3.0,0
7422,9379,0,1,0,4,6,1,4,0,0,0,11.0,11.0,27460.0,3594.0,2,11.0,3,11.0,39,1,1,3,11.0,0
7423,9381,0,1,1,1,7,0,2,1,0,0,8.0,8.0,6200.0,4962.0,0,8.0,0,8.0,5,1,1,6,8.0,1
7424,9382,0,1,1,4,6,1,5,1,0,0,9.0,9.0,27640.0,0.0,0,9.0,0,9.0,61,4,0,0,9.0,0
7425,9383,0,1,1,2,2,0,1,1,0,0,1.0,1.0,10600.0,9995.0,1,1.0,1,1.0,37,1,1,0,1.0,1
7426,9384,0,1,1,4,4,0,1,1,0,0,15.0,15.0,11940.0,0.0,0,15.0,1,15.0,25,1,0,0,15.0,0
7427,9385,1,0,1,3,0,0,1,1,0,1,8.0,8.0,10800.0,0.0,0,8.0,2,8.0,17,6,0,0,8.0,0
7428,9387,0,0,0,3,0,0,0,0,0,0,8.0,8.0,14660.0,0.0,0,8.0,0,8.0,5,10,0,0,8.0,0
7429,9388,0,1,1,4,4,0,1,1,0,0,18.0,18.0,19620.0,0.0,0,18.0,0,18.0,62,6,0,3,18.0,0
7430,9389,1,0,1,1,2,0,2,1,0,0,1.0,1.0,20150.0,0.0,0,1.0,3,1.0,10,6,0,0,1.0,1
7431,9390,0,1,0,1,5,1,5,0,1,0,1.0,1.0,11510.0,42970.0,1,1.0,1,1.0,35,6,1,3,1.0,1
7432,9391,0,0,1,1,7,0,1,1,0,0,1.0,1.0,1500.0,0.0,0,1.0,0,1.0,35,17,0,0,1.0,1
7433,9392,0,1,0,1,1,1,1,1,1,0,8.0,8.0,7440.0,16165.0,1,8.0,0,8.0,42,1,2,2,8.0,1
7434,9393,0,1,0,2,8,0,0,0,0,1,5.0,5.0,29370.0,0.0,0,5.0,0,5.0,24,1,0,0,5.0,0
7435,9395,0,1,1,2,2,0,2,1,0,1,1.0,1.0,4890.0,0.0,0,1.0,1,1.0,46,1,0,1,1.0,0
7436,9396,0,1,1,4,4,0,1,1,0,0,11.0,11.0,26860.0,8161.0,1,11.0,2,11.0,20,10,2,9,11.0,0
7437,9397,0,1,0,4,6,1,4,1,0,0,15.0,15.0,23680.0,36136.0,0,15.0,0,15.0,29,6,2,4,15.0,0
7438,9398,1,0,1,3,0,0,1,1,0,1,12.0,12.0,20900.0,0.0,0,12.0,3,12.0,87,1,0,0,12.0,0
7439,9399,0,1,1,3,0,0,1,1,0,0,4.0,4.0,15290.0,24878.0,0,4.0,2,4.0,42,1,1,4,4.0,0
7440,9400,1,0,0,4,4,0,0,0,0,0,8.0,8.0,15180.0,7078.0,1,8.0,2,8.0,12,3,1,0,8.0,0
7441,9401,0,1,0,4,6,1,4,0,0,0,15.0,15.0,29370.0,4174.0,0,15.0,0,15.0,15,3,2,3,15.0,1
7442,9402,0,0,0,3,5,0,0,0,0,0,12.0,12.0,32120.0,0.0,0,12.0,0,12.0,16,14,0,0,12.0,0
7443,9403,0,1,1,0,6,0,1,1,0,0,15.0,15.0,24610.0,6316.0,0,15.0,0,15.0,56,6,2,3,15.0,0
7444,9404,0,0,0,1,0,0,0,0,1,0,1.0,1.0,20140.0,27454.0,0,1.0,0,1.0,24,7,4,1,1.0,0
7445,9405,0,1,1,1,8,0,1,1,0,1,1.0,1.0,14460.0,0.0,0,1.0,2,1.0,38,10,0,0,1.0,0
7446,9406,0,1,0,1,2,0,0,1,0,0,14.0,14.0,23600.0,0.0,0,14.0,0,14.0,5,1,0,1,14.0,0
7447,9408,0,0,0,3,8,1,3,1,0,1,8.0,8.0,18610.0,0.0,0,8.0,0,8.0,97,6,0,2,8.0,1
7448,9409,0,1,0,4,6,1,3,0,0,0,11.0,11.0,16530.0,5828.0,0,11.0,0,11.0,28,1,1,5,11.0,1
7449,9410,0,1,1,3,2,0,2,1,0,0,5.0,5.0,17800.0,5269.0,0,5.0,1,5.0,23,8,1,6,5.0,1
7450,9412,0,0,0,1,1,1,3,1,1,0,6.0,6.0,19260.0,0.0,0,6.0,0,6.0,57,6,0,3,6.0,1
7451,9413,0,0,1,2,1,0,0,1,0,0,1.0,1.0,16110.0,3062.0,0,1.0,0,1.0,51,1,1,1,1.0,1
7452,9414,0,0,0,4,6,0,5,0,0,0,12.0,12.0,7620.0,9921.0,0,12.0,0,12.0,16,6,3,3,12.0,1
7453,9415,0,0,1,1,7,0,2,1,0,1,1.0,1.0,9250.0,6923.0,0,1.0,0,1.0,35,4,2,0,1.0,0
7454,9416,0,1,0,1,2,0,0,1,0,1,1.0,1.0,9950.0,0.0,0,1.0,0,1.0,40,18,0,0,1.0,0
7455,9417,0,1,1,4,0,1,2,1,0,0,11.0,11.0,10390.0,0.0,0,11.0,3,11.0,50,4,0,2,11.0,0
7456,9418,1,0,0,3,5,0,3,0,0,0,8.0,8.0,19860.0,3474.0,0,8.0,1,8.0,45,6,1,3,8.0,0
7457,9419,0,1,0,1,8,1,4,0,0,1,9.0,9.0,24780.0,6781.0,0,9.0,0,9.0,39,10,2,0,9.0,0
7458,9420,1,0,0,1,1,0,3,1,0,0,8.0,8.0,21530.0,1913.0,1,8.0,1,8.0,43,6,1,4,8.0,1
7459,9421,1,0,0,3,5,1,4,0,1,0,14.0,14.0,25080.0,36473.0,0,14.0,2,14.0,5,3,1,7,14.0,0
7460,9424,0,1,1,1,2,0,1,1,0,0,9.0,9.0,9640.0,0.0,3,9.0,3,9.0,78,1,0,0,9.0,0
7461,9425,0,0,0,4,4,0,0,0,0,0,12.0,12.0,6400.0,0.0,0,12.0,0,12.0,14,4,0,0,12.0,0
7462,9426,0,1,1,3,1,1,2,1,0,1,9.0,9.0,5700.0,0.0,0,9.0,2,9.0,45,11,0,0,9.0,0
7463,9427,0,1,1,2,1,0,1,1,0,0,8.0,8.0,18980.0,0.0,0,8.0,0,8.0,36,14,0,1,8.0,0
7464,9428,0,1,0,3,2,1,3,1,0,1,9.0,9.0,19050.0,0.0,0,9.0,1,9.0,5,4,0,0,9.0,0
7465,9430,0,1,1,1,8,0,0,1,0,1,4.0,4.0,15020.0,0.0,0,4.0,0,4.0,46,1,0,0,4.0,0
7466,9431,0,1,1,0,6,1,5,1,0,0,11.0,11.0,17320.0,0.0,0,11.0,0,11.0,58,1,0,2,11.0,0
7467,9432,0,1,1,2,2,0,2,1,0,1,8.0,8.0,7120.0,0.0,0,8.0,3,8.0,47,13,0,0,8.0,0
7468,9434,0,1,0,3,0,0,0,1,1,0,8.0,8.0,14960.0,33390.0,0,8.0,0,8.0,45,1,2,4,8.0,0
7469,9435,0,0,1,3,2,0,1,1,0,0,9.0,9.0,22610.0,0.0,0,9.0,0,9.0,41,1,0,4,9.0,1
7470,9436,0,1,0,2,8,0,0,0,0,1,8.0,8.0,25060.0,0.0,0,8.0,0,8.0,41,6,0,1,8.0,0
7471,9437,1,0,1,1,2,0,2,1,0,1,11.0,11.0,10080.0,5910.0,0,11.0,3,11.0,54,7,2,7,11.0,0
7472,9438,0,0,0,2,2,0,0,0,0,0,1.0,1.0,2720.0,0.0,0,1.0,0,1.0,51,10,0,5,1.0,1
7473,9440,0,0,1,3,1,1,5,1,0,0,10.0,10.0,12150.0,0.0,0,10.0,0,10.0,42,8,0,0,10.0,1
7474,9441,0,1,0,1,2,0,0,1,0,0,9.0,9.0,6300.0,0.0,0,9.0,0,9.0,19,4,0,2,9.0,0
7475,9442,0,1,1,1,0,0,1,1,0,0,3.0,3.0,16450.0,1064.0,0,3.0,0,3.0,36,1,2,2,3.0,1
7476,9443,1,0,1,3,1,1,1,1,1,0,10.0,10.0,14460.0,15697.0,0,10.0,1,10.0,45,6,2,0,10.0,1
7477,9444,1,0,1,1,8,1,1,1,0,0,1.0,1.0,15610.0,7857.0,0,1.0,1,1.0,40,4,2,2,1.0,1
7478,9445,1,0,0,3,0,1,5,0,0,0,12.0,12.0,10600.0,4166.0,0,12.0,1,12.0,51,4,1,2,12.0,0
7479,9446,0,1,0,3,5,1,3,0,1,0,8.0,8.0,19900.0,0.0,0,8.0,0,8.0,37,7,0,0,8.0,0
7480,9447,0,0,1,3,1,1,1,1,0,0,8.0,8.0,14340.0,0.0,0,8.0,0,8.0,27,4,0,4,8.0,1
7481,9448,0,0,1,2,7,1,5,1,0,0,1.0,1.0,17050.0,2962.0,0,1.0,0,1.0,48,6,1,9,1.0,1
7482,9449,0,1,1,4,4,0,1,1,0,0,21.0,21.0,10910.0,3233.0,0,21.0,1,21.0,25,1,2,4,21.0,0
7483,9450,0,1,1,2,8,0,1,1,0,1,1.0,1.0,9880.0,0.0,0,1.0,2,1.0,37,5,0,3,1.0,0
7484,9454,0,1,1,1,2,0,1,1,0,1,9.0,9.0,8770.0,0.0,0,9.0,0,9.0,5,4,0,3,9.0,0
7485,9455,1,0,0,1,1,1,5,0,1,0,6.0,6.0,6650.0,0.0,0,6.0,4,6.0,38,6,0,4,6.0,1
7486,9456,0,0,1,1,8,1,5,1,0,0,8.0,8.0,21280.0,9303.0,0,8.0,0,8.0,43,3,2,1,8.0,1
7487,9457,0,1,1,3,0,0,2,1,0,0,8.0,8.0,15120.0,0.0,1,8.0,1,8.0,38,11,0,0,8.0,1
7488,9458,0,1,0,1,2,0,0,0,0,0,7.0,7.0,14330.0,5896.0,0,7.0,1,7.0,33,6,1,3,7.0,0
7489,9459,0,1,1,4,5,0,5,1,0,0,23.0,23.0,12300.0,0.0,2,23.0,3,23.0,40,4,0,1,23.0,0
7490,9461,1,0,0,3,2,0,3,0,1,0,13.0,13.0,21730.0,0.0,1,13.0,2,13.0,13,1,0,0,13.0,0
7491,9462,1,0,0,1,1,1,5,0,0,1,8.0,8.0,9820.0,0.0,2,8.0,3,8.0,62,1,0,0,8.0,0
7492,9463,0,1,1,1,7,1,3,1,1,0,8.0,8.0,29200.0,0.0,0,8.0,0,8.0,12,7,0,6,8.0,1
7493,9464,1,0,1,1,1,1,1,1,0,0,8.0,8.0,13660.0,4394.0,1,8.0,2,8.0,32,1,4,0,8.0,1
7494,9466,0,0,1,3,5,0,5,1,0,0,7.0,7.0,21830.0,1116.0,0,7.0,0,7.0,38,4,1,4,7.0,0
7495,9467,0,1,0,0,6,1,4,0,0,0,14.0,14.0,24430.0,3054.0,0,14.0,0,14.0,33,10,2,2,14.0,0
7496,9468,0,1,0,1,2,1,4,1,0,0,1.0,1.0,34210.0,2773.0,0,1.0,0,1.0,44,7,1,5,1.0,1
7497,9469,0,1,0,3,1,1,3,0,0,0,8.0,8.0,19930.0,0.0,0,8.0,0,8.0,24,3,0,1,8.0,0
7498,9471,0,0,1,3,7,1,5,1,0,0,12.0,12.0,7270.0,2280.0,2,12.0,0,12.0,25,4,3,0,12.0,1
7499,9472,0,0,0,4,6,1,3,1,0,0,14.0,14.0,18650.0,0.0,0,14.0,0,14.0,6,6,0,2,14.0,0
7500,9473,0,0,0,3,5,0,0,0,0,0,6.0,6.0,34410.0,0.0,0,6.0,0,6.0,44,10,0,0,6.0,0
7501,9474,0,1,0,1,2,0,3,1,0,1,1.0,1.0,20720.0,0.0,0,1.0,2,1.0,27,17,0,0,1.0,0
7502,9475,0,1,0,4,5,0,0,0,0,0,13.0,13.0,1500.0,0.0,0,13.0,0,13.0,30,4,0,1,13.0,0
7503,9477,1,0,0,1,1,1,0,0,0,1,10.0,10.0,30510.0,0.0,1,10.0,1,10.0,31,10,0,0,10.0,0
7504,9478,0,1,1,1,1,1,1,1,0,0,8.0,8.0,11210.0,7312.0,0,8.0,0,8.0,23,4,1,0,8.0,1
7505,9479,0,0,0,3,5,0,3,0,0,0,12.0,12.0,17150.0,0.0,0,12.0,0,12.0,33,15,0,0,12.0,0
7506,9480,0,1,0,3,1,1,5,0,0,1,8.0,8.0,11910.0,0.0,0,8.0,1,8.0,78,1,0,2,8.0,0
7507,9481,0,1,1,4,5,0,0,1,0,0,15.0,15.0,21980.0,1310.0,0,15.0,2,15.0,42,9,1,6,15.0,1
7508,9482,0,1,1,2,2,1,3,1,1,0,1.0,1.0,28290.0,0.0,0,1.0,0,1.0,27,4,0,0,1.0,1
7509,9483,0,0,0,3,0,0,0,0,0,0,13.0,13.0,8940.0,0.0,0,13.0,0,13.0,45,1,0,0,13.0,0
7510,9484,0,1,1,1,1,1,5,1,0,0,10.0,10.0,14610.0,0.0,0,10.0,0,10.0,45,4,0,1,10.0,1
7511,9487,0,1,0,3,1,1,0,1,0,0,8.0,8.0,15070.0,0.0,0,8.0,0,8.0,41,1,0,0,8.0,0
7512,9489,0,0,0,3,1,0,0,0,0,0,12.0,12.0,25700.0,7155.0,0,12.0,0,12.0,28,4,1,4,12.0,0
7513,9490,0,1,0,2,1,0,0,0,0,0,5.0,5.0,13610.0,0.0,0,5.0,0,5.0,45,1,0,0,5.0,1
7514,9491,0,0,0,4,0,0,0,0,1,0,8.0,8.0,13320.0,0.0,0,8.0,0,8.0,5,10,0,0,8.0,0
7515,9492,1,0,1,1,1,1,0,1,0,0,1.0,1.0,19220.0,0.0,0,1.0,2,1.0,48,10,0,0,1.0,0
7516,9493,0,1,0,2,8,0,0,0,0,0,1.0,1.0,13180.0,0.0,0,1.0,2,1.0,58,1,0,0,1.0,1
7517,9494,0,0,0,2,2,0,5,1,0,0,1.0,1.0,8510.0,5233.0,0,1.0,0,1.0,41,3,2,2,1.0,1
7518,9495,0,1,0,2,2,0,0,1,1,1,8.0,8.0,17200.0,0.0,2,8.0,0,8.0,27,4,0,1,8.0,0
7519,9496,0,1,0,3,1,1,4,1,0,0,13.0,13.0,27800.0,0.0,2,13.0,3,13.0,5,1,0,3,13.0,0
7520,9497,0,1,1,4,4,0,2,1,0,0,3.0,3.0,9200.0,0.0,0,3.0,0,3.0,38,1,0,0,3.0,0
7521,9498,0,1,1,2,8,0,1,1,0,0,1.0,1.0,13920.0,6091.0,0,1.0,0,1.0,21,13,2,4,1.0,0
7522,9499,0,1,1,3,1,0,1,1,0,0,14.0,14.0,12330.0,0.0,0,14.0,0,14.0,24,1,0,2,14.0,0
7523,9500,0,0,0,3,5,1,4,1,0,0,1.0,1.0,22660.0,0.0,0,1.0,0,1.0,11,3,0,0,1.0,0
7524,9501,0,1,1,1,7,0,2,1,0,0,1.0,1.0,1500.0,1061.0,0,1.0,0,1.0,13,1,4,0,1.0,0
7525,9502,0,1,1,4,5,0,1,1,0,0,13.0,13.0,14560.0,0.0,0,13.0,0,13.0,5,10,0,0,13.0,0
7526,9503,0,0,1,4,4,0,5,1,1,0,17.0,17.0,20320.0,21548.0,0,17.0,0,17.0,7,8,2,2,17.0,1
7527,9504,0,0,0,4,0,1,4,1,0,1,14.0,14.0,28600.0,0.0,0,14.0,0,14.0,18,17,0,1,14.0,0
7528,9505,1,0,1,2,8,0,1,1,0,0,1.0,1.0,9170.0,3799.0,2,1.0,4,1.0,60,6,1,7,1.0,0
7529,9506,0,1,1,3,0,0,0,1,0,0,11.0,11.0,42190.0,0.0,0,11.0,0,11.0,5,10,0,0,11.0,0
7530,9509,0,1,0,1,1,1,3,0,1,0,11.0,11.0,18040.0,0.0,0,11.0,2,11.0,35,7,0,1,11.0,1
7531,9510,0,1,1,1,1,1,0,1,0,1,1.0,1.0,12260.0,0.0,0,1.0,3,1.0,30,11,0,0,1.0,0
7532,9511,0,1,0,4,4,0,0,0,0,0,16.0,16.0,15730.0,0.0,0,16.0,0,16.0,5,1,0,0,16.0,0
7533,9512,0,1,1,4,4,0,1,1,0,0,8.0,8.0,21420.0,6440.0,0,8.0,0,8.0,35,1,1,0,8.0,1
7534,9513,0,1,1,3,1,1,0,1,1,0,5.0,5.0,13240.0,18524.0,0,5.0,1,5.0,21,13,1,1,5.0,0
7535,9514,0,1,0,0,0,1,3,0,0,0,10.0,10.0,19360.0,0.0,0,10.0,0,10.0,26,1,0,0,10.0,0
7536,9515,0,1,0,1,2,0,5,1,0,0,1.0,1.0,8310.0,0.0,0,1.0,0,1.0,34,17,0,3,1.0,0
7537,9516,0,1,1,3,1,0,1,1,0,0,9.0,9.0,6000.0,0.0,1,9.0,3,9.0,25,1,0,1,9.0,0
7538,9518,0,1,1,4,5,0,0,1,1,0,17.0,17.0,20100.0,0.0,0,17.0,3,17.0,29,1,0,0,17.0,0
7539,9519,0,0,1,4,5,1,4,1,0,0,15.0,15.0,45130.0,4423.0,0,15.0,0,15.0,37,7,2,7,15.0,0
7540,9520,0,0,0,4,6,1,4,1,0,0,15.0,15.0,30220.0,6015.0,0,15.0,0,15.0,45,7,2,4,15.0,0
7541,9522,0,0,0,4,6,1,4,0,0,0,8.0,8.0,25290.0,0.0,0,8.0,0,8.0,44,11,0,0,8.0,0
7542,9523,0,1,0,4,6,0,5,0,0,0,21.0,21.0,11520.0,0.0,0,21.0,3,21.0,33,7,0,0,21.0,1
7543,9524,0,1,1,2,8,0,1,1,0,0,1.0,1.0,22380.0,2531.0,2,1.0,3,1.0,46,1,3,4,1.0,0
7544,9525,1,0,1,1,0,0,1,1,0,0,13.0,13.0,5000.0,3349.0,0,13.0,3,13.0,68,10,1,6,13.0,1
7545,9526,0,1,0,4,6,1,4,0,0,0,17.0,17.0,22930.0,0.0,0,17.0,0,17.0,42,3,0,0,17.0,1
7546,9527,0,1,1,4,4,0,0,1,0,0,15.0,15.0,20330.0,0.0,0,15.0,0,15.0,54,13,0,0,15.0,0
7547,9529,0,1,0,0,3,0,1,1,0,0,8.0,8.0,9820.0,0.0,2,8.0,0,8.0,82,1,0,4,8.0,0
7548,9530,0,1,0,4,6,1,3,1,0,0,10.0,10.0,20820.0,2569.0,0,10.0,0,10.0,18,9,1,3,10.0,0
7549,9531,0,1,0,3,0,0,0,0,1,0,10.0,10.0,15810.0,0.0,0,10.0,0,10.0,26,6,0,2,10.0,0
7550,9533,1,0,1,1,5,0,2,1,0,0,1.0,1.0,20550.0,5769.0,0,1.0,1,1.0,21,11,1,1,1.0,1
7551,9534,1,0,1,0,5,0,1,1,1,0,13.0,13.0,18080.0,0.0,2,13.0,2,13.0,25,1,0,0,13.0,0
7552,9535,0,1,1,2,2,0,1,1,0,1,1.0,1.0,7400.0,1412.0,0,1.0,0,1.0,29,9,1,0,1.0,0
7553,9537,0,1,1,3,7,0,1,1,1,0,8.0,8.0,15060.0,0.0,1,8.0,3,8.0,25,6,0,0,8.0,0
7554,9538,0,1,1,4,4,0,3,1,0,0,12.0,12.0,33510.0,1893.0,0,12.0,0,12.0,47,6,1,4,12.0,1
7555,9539,0,1,0,1,1,1,3,0,0,0,10.0,10.0,20340.0,7813.0,0,10.0,0,10.0,51,1,3,3,10.0,0
7556,9541,0,0,1,1,1,1,2,1,0,0,1.0,1.0,10950.0,8994.0,0,1.0,0,1.0,33,6,1,4,1.0,0
7557,9543,0,0,1,3,0,0,2,1,0,1,9.0,9.0,13690.0,0.0,0,9.0,0,9.0,5,7,0,0,9.0,0
7558,9544,0,1,1,2,2,0,1,1,1,0,7.0,7.0,17800.0,0.0,0,7.0,0,7.0,58,6,0,0,7.0,0
7559,9545,0,0,1,1,2,0,0,1,0,0,6.0,6.0,18760.0,0.0,0,6.0,0,6.0,49,6,0,0,6.0,1
7560,9547,0,0,0,2,2,0,3,0,0,0,8.0,8.0,20100.0,6921.0,0,8.0,0,8.0,26,3,3,0,8.0,0
7561,9550,0,1,0,3,2,1,5,0,0,0,9.0,9.0,11600.0,4055.0,0,9.0,0,9.0,10,3,4,0,9.0,0
7562,9551,0,0,1,4,0,0,1,1,0,1,12.0,12.0,16990.0,0.0,0,12.0,0,12.0,36,6,0,0,12.0,0
7563,9552,0,0,0,4,6,1,3,0,0,0,17.0,17.0,22450.0,4986.0,0,17.0,0,17.0,19,7,2,0,17.0,1
7564,9553,0,1,1,2,2,0,2,1,0,0,4.0,4.0,11030.0,0.0,0,4.0,0,4.0,5,1,0,0,4.0,0
7565,9556,0,1,0,4,4,0,5,0,0,0,20.0,20.0,6300.0,0.0,0,20.0,0,20.0,39,10,0,2,20.0,0
7566,9557,0,1,1,3,1,1,0,1,0,0,8.0,8.0,15630.0,0.0,0,8.0,1,8.0,65,4,0,0,8.0,0
7567,9559,0,1,0,4,4,0,0,0,1,0,14.0,14.0,17150.0,0.0,0,14.0,0,14.0,17,7,0,1,14.0,0
7568,9560,0,0,1,1,8,0,1,1,1,0,12.0,12.0,17340.0,0.0,0,12.0,0,12.0,36,7,0,1,12.0,0
7569,9561,0,1,0,3,5,0,0,0,1,0,11.0,11.0,12770.0,0.0,0,11.0,0,11.0,44,3,0,0,11.0,0
7570,9562,0,1,1,4,0,0,3,1,1,0,8.0,8.0,31350.0,1435.0,1,8.0,2,8.0,26,4,3,1,8.0,1
7571,9563,0,1,0,2,1,1,3,1,1,0,1.0,1.0,20200.0,2913.0,0,1.0,0,1.0,18,6,1,7,1.0,1
7572,9564,0,1,0,4,0,0,0,0,0,0,14.0,14.0,13170.0,2614.0,1,14.0,1,14.0,34,1,2,6,14.0,0
7573,9565,0,1,0,4,4,0,0,0,0,0,15.0,15.0,22000.0,0.0,0,15.0,0,15.0,20,3,0,3,15.0,0
7574,9566,0,0,0,3,0,0,0,0,0,0,8.0,8.0,18260.0,3077.0,0,8.0,0,8.0,41,7,2,0,8.0,0
7575,9567,0,0,1,1,5,0,2,1,0,0,12.0,12.0,8920.0,7035.0,0,12.0,0,12.0,28,6,1,2,12.0,0
7576,9568,0,1,1,3,0,0,1,1,0,0,6.0,6.0,12110.0,0.0,0,6.0,0,6.0,37,9,0,2,6.0,0
7577,9569,0,1,0,4,0,0,3,0,0,0,12.0,12.0,20190.0,0.0,0,12.0,0,12.0,32,20,0,0,12.0,0
7578,9570,0,1,1,3,0,0,1,1,0,0,9.0,9.0,17950.0,0.0,2,9.0,3,9.0,47,6,0,3,9.0,0
7579,9571,0,1,0,1,2,0,0,0,0,0,9.0,9.0,16460.0,0.0,1,9.0,2,9.0,20,4,0,0,9.0,0
7580,9572,0,0,1,3,5,0,2,1,0,0,6.0,6.0,14360.0,6900.0,0,6.0,0,6.0,39,1,4,4,6.0,0
7581,9574,0,1,0,4,5,0,3,0,0,0,13.0,13.0,20680.0,0.0,0,13.0,0,13.0,19,3,0,0,13.0,0
7582,9576,0,1,1,1,7,0,0,1,0,1,10.0,10.0,16570.0,0.0,0,10.0,0,10.0,34,1,0,5,10.0,0
7583,9577,0,1,1,2,7,0,1,1,0,1,6.0,6.0,6440.0,0.0,0,6.0,2,6.0,39,6,0,2,6.0,0
7584,9578,0,1,0,3,1,1,5,0,0,1,1.0,1.0,8070.0,0.0,2,1.0,3,1.0,59,4,0,0,1.0,0
7585,9579,0,1,1,1,2,0,2,1,0,1,10.0,10.0,6480.0,0.0,0,10.0,0,10.0,40,1,0,0,10.0,0
7586,9580,0,1,0,1,1,1,3,1,0,0,1.0,1.0,16920.0,8785.0,1,1.0,2,1.0,6,11,1,0,1.0,0
7587,9581,1,0,0,3,1,1,3,0,0,1,11.0,11.0,16650.0,0.0,1,11.0,1,11.0,45,4,0,0,11.0,0
7588,9582,0,0,0,2,2,0,0,0,1,0,1.0,1.0,8200.0,25355.0,0,1.0,0,1.0,25,8,2,4,1.0,1
7589,9583,0,1,0,1,1,1,5,0,0,1,8.0,8.0,10900.0,0.0,0,8.0,2,8.0,13,1,0,1,8.0,0
7590,9585,0,1,0,1,1,1,0,1,0,0,1.0,1.0,10730.0,0.0,0,1.0,0,1.0,30,12,0,1,1.0,1
7591,9587,0,0,1,3,7,0,2,1,0,0,9.0,9.0,1500.0,6838.0,0,9.0,0,9.0,29,7,4,5,9.0,1
7592,9589,1,0,1,1,7,0,5,1,1,1,7.0,7.0,9730.0,0.0,0,7.0,2,7.0,18,4,0,2,7.0,0
7593,9590,0,0,1,3,0,0,1,1,0,1,5.0,5.0,5900.0,0.0,0,5.0,0,5.0,36,4,0,0,5.0,0
7594,9593,0,1,1,3,0,0,0,1,0,0,9.0,9.0,23050.0,0.0,0,9.0,0,9.0,46,1,0,4,9.0,1
7595,9594,0,1,1,1,0,0,2,1,0,0,8.0,8.0,6100.0,0.0,0,8.0,0,8.0,13,10,0,0,8.0,0
7596,9595,1,0,1,2,1,0,1,1,0,0,8.0,8.0,13250.0,7716.0,0,8.0,2,8.0,5,6,3,0,8.0,1
7597,9596,1,0,1,4,5,0,2,1,0,0,12.0,12.0,13960.0,9126.0,0,12.0,2,12.0,13,18,1,0,12.0,0
7598,9598,0,1,1,2,8,0,1,1,0,1,5.0,5.0,6090.0,0.0,0,5.0,0,5.0,42,6,0,0,5.0,0
7599,9599,0,0,0,4,6,1,3,1,0,0,12.0,12.0,18620.0,4020.0,0,12.0,0,12.0,21,11,2,0,12.0,1
7600,9601,0,0,1,3,1,1,1,1,0,1,11.0,11.0,13240.0,0.0,0,11.0,0,11.0,22,1,0,2,11.0,0
7601,9602,1,0,1,4,4,0,1,1,0,0,17.0,17.0,16700.0,0.0,1,17.0,2,17.0,35,4,0,0,17.0,0
7602,9604,0,0,0,3,0,0,0,0,0,0,8.0,8.0,7540.0,0.0,0,8.0,0,8.0,17,1,0,0,8.0,0
7603,9606,0,0,0,0,6,1,4,1,0,0,7.0,7.0,28330.0,607.0,0,7.0,0,7.0,28,10,3,4,7.0,1
7604,9607,0,1,1,1,1,1,0,1,1,0,7.0,7.0,15790.0,27682.0,0,7.0,0,7.0,53,6,2,5,7.0,0
7605,9608,0,1,0,4,6,1,3,0,0,0,15.0,15.0,18190.0,0.0,0,15.0,0,15.0,52,1,0,2,15.0,0
7606,9609,0,1,0,4,6,1,4,0,0,0,18.0,18.0,24930.0,569.0,0,18.0,0,18.0,10,10,1,4,18.0,0
7607,9610,0,1,0,4,5,1,4,0,0,0,17.0,17.0,29830.0,9980.0,0,17.0,0,17.0,15,1,1,4,17.0,0
7608,9611,0,1,0,1,5,0,0,1,0,0,7.0,7.0,1500.0,0.0,0,7.0,0,7.0,5,4,0,1,7.0,0
7609,9612,0,1,1,4,0,0,0,1,0,0,14.0,14.0,21690.0,5373.0,0,14.0,4,14.0,44,1,1,7,14.0,0
7610,9613,0,1,0,0,5,0,3,0,0,0,8.0,8.0,21180.0,40554.0,1,8.0,2,8.0,26,1,2,4,8.0,0
7611,9615,0,0,1,4,5,0,2,1,0,0,14.0,14.0,8780.0,4777.0,0,14.0,0,14.0,25,6,3,6,14.0,0
7612,9617,1,0,1,1,2,0,1,1,0,1,8.0,8.0,9810.0,0.0,0,8.0,1,8.0,39,4,0,0,8.0,0
7613,9618,1,0,1,1,1,1,0,1,0,1,1.0,1.0,7860.0,0.0,2,1.0,4,1.0,34,4,0,0,1.0,0
7614,9619,0,1,1,2,7,0,1,1,0,1,8.0,8.0,7910.0,0.0,0,8.0,0,8.0,51,4,0,4,8.0,0
